Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
3185,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,Credit Card,2-Day Shipping,No,No,30,Venmo,Quarterly
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Credit Card,Express,No,No,6,PayPal,Annually
3188,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Credit Card,Free Shipping,No,No,28,Debit Card,Weekly
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Venmo,Standard,No,No,39,Bank Transfer,Monthly
3191,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,5,Credit Card,Fortnightly
3192,62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Bank Transfer,Store Pickup,No,No,42,Credit Card,Every 3 Months
3193,19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Credit Card,Free Shipping,No,No,20,Cash,Fortnightly
3198,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Bank Transfer,Free Shipping,No,No,29,Credit Card,Every 3 Months
3202,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,Credit Card,2-Day Shipping,No,No,34,Cash,Monthly
3205,57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Credit Card,Free Shipping,No,No,23,Debit Card,Bi-Weekly
3206,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,Debit Card,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months
3212,53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Credit Card,Standard,No,No,12,Cash,Monthly
3215,53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,No,Bank Transfer,Free Shipping,No,No,6,Debit Card,Annually
3217,39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Debit Card,Next Day Air,No,No,18,Cash,Weekly
3219,37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,No,Venmo,Express,No,No,49,PayPal,Monthly
3222,21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Credit Card,Standard,No,No,28,Cash,Annually
3224,68,Female,Shirt,Clothing,65,Montana,S,Gray,Spring,3.9,No,PayPal,Standard,No,No,36,Venmo,Bi-Weekly
3225,37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Cash,Free Shipping,No,No,18,PayPal,Monthly
3226,53,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,3.0,No,Credit Card,Store Pickup,No,No,31,Credit Card,Weekly
3230,54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Debit Card,Express,No,No,24,Cash,Monthly
3233,45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,PayPal,Next Day Air,No,No,19,Bank Transfer,Monthly
3238,61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Bank Transfer,Express,No,No,4,Cash,Weekly
3244,45,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5.0,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3245,65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Bank Transfer,Express,No,No,42,Credit Card,Annually
3246,63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,PayPal,Next Day Air,No,No,20,Cash,Weekly
3249,22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Venmo,Free Shipping,No,No,41,Bank Transfer,Quarterly
3255,21,Female,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3256,57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Cash,Next Day Air,No,No,36,Bank Transfer,Monthly
3258,44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,PayPal,Express,No,No,39,Venmo,Every 3 Months
3263,42,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Cash,Standard,No,No,21,Cash,Every 3 Months
3264,56,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,PayPal,Express,No,No,31,Debit Card,Fortnightly
3265,28,Female,Pants,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,PayPal,Express,No,No,39,Cash,Bi-Weekly
3268,37,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3.0,No,Debit Card,Store Pickup,No,No,42,Credit Card,Quarterly
3270,27,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Venmo,Express,No,No,25,Cash,Monthly
3275,46,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Credit Card,Store Pickup,No,No,14,Cash,Fortnightly
3276,43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,Venmo,2-Day Shipping,No,No,2,Debit Card,Weekly
3278,59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Cash,Store Pickup,No,No,3,Credit Card,Monthly
3282,27,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Debit Card,Free Shipping,No,No,41,Bank Transfer,Annually
3283,24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Monthly
3284,47,Female,Jacket,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Credit Card,Express,No,No,10,Debit Card,Every 3 Months
3287,45,Female,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Venmo,Express,No,No,4,Venmo,Fortnightly
3288,24,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,PayPal,2-Day Shipping,No,No,38,Credit Card,Weekly
3295,62,Female,Sweater,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,PayPal,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
3296,70,Female,Blouse,Clothing,34,West Virginia,S,Lavender,Summer,2.8,No,PayPal,Next Day Air,No,No,15,Cash,Weekly
3297,20,Female,Blouse,Clothing,23,Alaska,M,Green,Spring,4.2,No,PayPal,Next Day Air,No,No,47,Venmo,Quarterly
3299,65,Female,Jacket,Outerwear,73,New Mexico,M,Brown,Fall,3.5,No,PayPal,Express,No,No,6,Bank Transfer,Every 3 Months
3300,45,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4.0,No,Bank Transfer,2-Day Shipping,No,No,18,Venmo,Monthly
3302,36,Female,Pants,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,No,PayPal,Free Shipping,No,No,31,Credit Card,Fortnightly
3303,36,Female,Blouse,Clothing,82,Alabama,XL,Beige,Winter,4.2,No,Venmo,Standard,No,No,31,Venmo,Bi-Weekly
3306,34,Female,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,No,Bank Transfer,Standard,No,No,31,PayPal,Bi-Weekly
3307,63,Female,Jacket,Outerwear,39,Colorado,L,Orange,Summer,3.6,No,Cash,Store Pickup,No,No,6,Venmo,Fortnightly
3309,55,Female,Jeans,Clothing,70,Utah,M,Pink,Fall,2.6,No,Venmo,Express,No,No,29,Cash,Monthly
3311,45,Female,Jacket,Outerwear,27,Iowa,M,Pink,Winter,3.6,No,Debit Card,Free Shipping,No,No,12,PayPal,Fortnightly
3319,45,Female,Jacket,Outerwear,46,North Dakota,M,Olive,Summer,3.9,No,Venmo,Free Shipping,No,No,15,PayPal,Monthly
3320,23,Female,Shorts,Clothing,31,North Dakota,M,Indigo,Summer,4.3,No,Cash,Next Day Air,No,No,17,Credit Card,Every 3 Months
3321,66,Female,Blouse,Clothing,44,Illinois,XL,Silver,Fall,4.2,No,Cash,2-Day Shipping,No,No,45,Cash,Every 3 Months
3323,52,Female,Sweater,Clothing,92,Indiana,XL,Orange,Winter,4.6,No,Credit Card,Next Day Air,No,No,43,PayPal,Weekly
3325,37,Female,T-shirt,Clothing,32,Missouri,S,Red,Fall,3.3,No,Venmo,Standard,No,No,41,Venmo,Weekly
3328,47,Female,Shorts,Clothing,64,Connecticut,M,Black,Spring,4.1,No,Bank Transfer,Express,No,No,2,Debit Card,Quarterly
3333,27,Female,T-shirt,Clothing,23,Washington,M,Silver,Summer,3.1,No,PayPal,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
3334,55,Female,Jeans,Clothing,35,Minnesota,M,Violet,Spring,4.2,No,Debit Card,Express,No,No,3,PayPal,Monthly
3335,66,Female,Shirt,Clothing,23,California,M,Beige,Summer,3.4,No,Bank Transfer,Free Shipping,No,No,21,Credit Card,Annually
3337,39,Female,Blouse,Clothing,45,Montana,M,Brown,Fall,4.0,No,Venmo,Free Shipping,No,No,24,Debit Card,Annually
3338,23,Female,Jacket,Outerwear,23,Arizona,L,Blue,Winter,4.4,No,Bank Transfer,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
3339,29,Female,Skirt,Clothing,94,Minnesota,L,White,Winter,2.9,No,Venmo,2-Day Shipping,No,No,46,Credit Card,Monthly
3341,42,Female,T-shirt,Clothing,36,Virginia,XL,Maroon,Fall,4.4,No,Credit Card,Free Shipping,No,No,47,Credit Card,Fortnightly
3342,55,Female,Jacket,Outerwear,50,Connecticut,XL,Olive,Summer,4.5,No,Venmo,Standard,No,No,35,Credit Card,Monthly
3343,66,Female,Jacket,Outerwear,81,New Jersey,M,Violet,Spring,3.8,No,Credit Card,Free Shipping,No,No,45,Credit Card,Weekly
3344,24,Female,Shorts,Clothing,31,Kentucky,XL,Green,Winter,3.6,No,Bank Transfer,2-Day Shipping,No,No,6,Cash,Bi-Weekly
3347,30,Female,Jeans,Clothing,99,Oklahoma,M,Black,Summer,3.4,No,PayPal,Express,No,No,30,Venmo,Quarterly
3349,28,Female,T-shirt,Clothing,74,New Hampshire,L,Gray,Winter,2.8,No,PayPal,Standard,No,No,15,Cash,Every 3 Months
3352,43,Female,Shirt,Clothing,49,New Hampshire,L,Cyan,Spring,4.2,No,Cash,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly
3355,42,Female,Skirt,Clothing,45,Maryland,M,Orange,Fall,2.8,No,Cash,Next Day Air,No,No,15,PayPal,Weekly
3356,40,Female,Blouse,Clothing,28,Delaware,M,Peach,Spring,2.6,No,Debit Card,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
3357,39,Female,Jeans,Clothing,48,Tennessee,M,Silver,Summer,3.5,No,Credit Card,Store Pickup,No,No,13,PayPal,Bi-Weekly
3358,41,Female,Hoodie,Clothing,67,Arkansas,M,Pink,Winter,3.5,No,Venmo,Free Shipping,No,No,37,Credit Card,Monthly
3359,56,Female,T-shirt,Clothing,59,Tennessee,M,Magenta,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,26,Cash,Annually
3361,22,Female,Jacket,Outerwear,81,Minnesota,M,Maroon,Spring,3.3,No,Venmo,2-Day Shipping,No,No,47,Cash,Every 3 Months
3364,58,Female,Sweater,Clothing,23,California,M,Turquoise,Winter,3.0,No,PayPal,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
3366,43,Female,Skirt,Clothing,58,Tennessee,L,Teal,Fall,3.9,No,Bank Transfer,Express,No,No,45,Credit Card,Every 3 Months
3368,44,Female,T-shirt,Clothing,48,Tennessee,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,No,No,6,Venmo,Fortnightly
3370,47,Female,Sweater,Clothing,51,Maine,M,Indigo,Winter,3.8,No,Debit Card,2-Day Shipping,No,No,42,Cash,Monthly
3372,49,Female,Hoodie,Clothing,99,Colorado,S,Turquoise,Winter,4.0,No,PayPal,Next Day Air,No,No,28,PayPal,Annually
3375,22,Female,Blouse,Clothing,47,Nevada,S,Lavender,Spring,3.7,No,Debit Card,2-Day Shipping,No,No,41,Debit Card,Annually
3378,37,Female,Shirt,Clothing,32,Kentucky,M,Yellow,Winter,4.6,No,Bank Transfer,Next Day Air,No,No,18,PayPal,Fortnightly
3379,49,Female,Shorts,Clothing,75,Minnesota,L,Gold,Fall,4.5,No,PayPal,Next Day Air,No,No,6,Cash,Quarterly
3383,34,Female,Sweater,Clothing,35,Nebraska,M,Maroon,Spring,2.8,No,Bank Transfer,Express,No,No,2,Bank Transfer,Weekly
3385,39,Female,Hoodie,Clothing,24,Minnesota,L,Maroon,Summer,3.8,No,Credit Card,Free Shipping,No,No,9,Venmo,Quarterly
3387,34,Female,T-shirt,Clothing,62,Michigan,M,Lavender,Fall,2.6,No,Debit Card,2-Day Shipping,No,No,36,Cash,Quarterly
3388,53,Female,Pants,Clothing,78,New Jersey,S,Pink,Spring,3.4,No,Venmo,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
3389,35,Female,Sweater,Clothing,61,South Dakota,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,No,No,21,Credit Card,Weekly
3390,38,Female,Pants,Clothing,57,North Carolina,L,Maroon,Fall,3.8,No,Credit Card,Free Shipping,No,No,39,Venmo,Annually
3392,47,Female,Hoodie,Clothing,57,Montana,M,Silver,Fall,3.7,No,Cash,2-Day Shipping,No,No,6,Debit Card,Every 3 Months
3397,29,Female,Pants,Clothing,37,Tennessee,XL,Black,Winter,5.0,No,PayPal,Next Day Air,No,No,5,PayPal,Quarterly
3398,19,Female,Blouse,Clothing,38,New Jersey,L,Yellow,Summer,2.7,No,Bank Transfer,Standard,No,No,13,Bank Transfer,Bi-Weekly
3399,54,Female,Jeans,Clothing,60,Montana,L,Pink,Winter,3.8,No,Cash,Standard,No,No,44,Cash,Fortnightly
3400,40,Female,Pants,Clothing,55,Montana,XL,Yellow,Winter,3.3,No,Debit Card,Standard,No,No,36,Debit Card,Annually
3403,22,Female,Hoodie,Clothing,61,Louisiana,M,Black,Spring,4.4,No,Venmo,2-Day Shipping,No,No,11,PayPal,Every 3 Months
3406,28,Female,Blouse,Clothing,87,Washington,M,White,Summer,4.2,No,Venmo,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly
3407,57,Female,Sweater,Clothing,79,Nebraska,M,Red,Spring,4.0,No,Venmo,Store Pickup,No,No,24,Venmo,Quarterly
3410,24,Female,Shirt,Clothing,93,Minnesota,M,Teal,Summer,3.2,No,PayPal,Next Day Air,No,No,3,Credit Card,Every 3 Months
3416,38,Female,Blouse,Clothing,68,New York,M,Gold,Fall,3.0,No,Credit Card,2-Day Shipping,No,No,15,Bank Transfer,Annually
3419,53,Female,Jacket,Outerwear,30,South Carolina,M,Beige,Summer,2.8,No,Cash,Free Shipping,No,No,35,Debit Card,Annually
3428,39,Female,T-shirt,Clothing,38,Michigan,XL,Turquoise,Winter,2.5,No,Bank Transfer,Store Pickup,No,No,44,Cash,Annually
3430,27,Female,Skirt,Clothing,96,Alaska,S,Purple,Winter,4.6,No,Debit Card,Express,No,No,34,Debit Card,Weekly
3435,31,Female,Pants,Clothing,72,Ohio,S,Orange,Summer,3.3,No,PayPal,2-Day Shipping,No,No,6,Venmo,Fortnightly
3438,22,Female,Jacket,Outerwear,62,Oklahoma,S,Green,Winter,3.5,No,Venmo,2-Day Shipping,No,No,50,PayPal,Annually
3439,26,Female,Shirt,Clothing,71,Kentucky,M,Violet,Fall,3.0,No,Debit Card,Store Pickup,No,No,33,Credit Card,Monthly
3442,64,Female,Sweater,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,No,Debit Card,Standard,No,No,15,Credit Card,Annually
3443,28,Female,Skirt,Clothing,78,Michigan,M,Violet,Spring,4.3,No,Venmo,Next Day Air,No,No,12,PayPal,Weekly
3445,53,Female,Pants,Clothing,63,Rhode Island,S,Green,Summer,3.8,No,Cash,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly
3450,48,Female,Blouse,Clothing,37,Kansas,M,Brown,Spring,4.5,No,PayPal,Standard,No,No,35,Cash,Monthly
3451,20,Female,Shorts,Clothing,78,Vermont,M,Pink,Spring,3.6,No,PayPal,Store Pickup,No,No,31,PayPal,Monthly
3452,32,Female,Blouse,Clothing,73,Nevada,XL,Silver,Fall,3.0,No,Bank Transfer,Free Shipping,No,No,13,Credit Card,Annually
3453,26,Female,Jacket,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,No,Credit Card,Next Day Air,No,No,3,Venmo,Fortnightly
3454,31,Female,Shirt,Clothing,60,Alabama,L,Pink,Winter,4.3,No,Venmo,Standard,No,No,48,Venmo,Bi-Weekly
3456,49,Female,T-shirt,Clothing,89,Ohio,M,Orange,Fall,4.7,No,Bank Transfer,Standard,No,No,13,Venmo,Annually
3457,42,Female,Hoodie,Clothing,53,Texas,M,Red,Fall,4.6,No,Bank Transfer,Express,No,No,21,Venmo,Monthly
3460,68,Female,Hoodie,Clothing,37,Ohio,L,Green,Fall,3.8,No,Venmo,Express,No,No,21,PayPal,Annually
3463,44,Female,Jeans,Clothing,73,Michigan,L,Olive,Spring,4.5,No,Bank Transfer,Standard,No,No,34,Credit Card,Every 3 Months
3473,31,Female,Blouse,Clothing,42,Georgia,S,White,Summer,4.0,No,Bank Transfer,Free Shipping,No,No,15,Debit Card,Weekly
3475,41,Female,Pants,Clothing,82,Maine,M,Cyan,Winter,4.4,No,PayPal,Store Pickup,No,No,18,Venmo,Monthly
3480,46,Female,Sweater,Clothing,56,New York,S,Orange,Summer,4.9,No,PayPal,Standard,No,No,41,Cash,Monthly
3484,19,Female,Hoodie,Clothing,37,Texas,L,White,Winter,3.9,No,Venmo,Express,No,No,21,Credit Card,Every 3 Months
3486,50,Female,Shirt,Clothing,21,Massachusetts,XL,Brown,Winter,3.4,No,Debit Card,Standard,No,No,23,Debit Card,Fortnightly
3487,51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Debit Card,Standard,No,No,6,PayPal,Weekly
3489,62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Cash,Store Pickup,No,No,7,Cash,Quarterly
3492,22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,No,Bank Transfer,Express,No,No,15,Cash,Monthly
3494,48,Female,Pants,Clothing,82,New Mexico,XL,Black,Winter,4.7,No,Cash,Store Pickup,No,No,35,Credit Card,Weekly
3496,24,Female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,No,Debit Card,Free Shipping,No,No,14,Cash,Weekly
3501,38,Female,Shirt,Clothing,48,Oregon,S,Silver,Fall,4.6,No,Credit Card,Next Day Air,No,No,38,Debit Card,Fortnightly
3504,31,Female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,No,Cash,Free Shipping,No,No,39,Cash,Weekly
3507,18,Female,Shirt,Clothing,57,Illinois,L,Olive,Winter,3.7,No,Venmo,2-Day Shipping,No,No,12,Cash,Fortnightly
3509,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Venmo,Standard,No,No,49,Bank Transfer,Weekly
3510,50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Cash,Next Day Air,No,No,43,Venmo,Bi-Weekly
3513,36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,31,Debit Card,Quarterly
3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,29,Credit Card,Fortnightly
3518,29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Debit Card,Next Day Air,No,No,34,Debit Card,Every 3 Months
3519,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Bank Transfer,Standard,No,No,30,PayPal,Quarterly
3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Credit Card,Next Day Air,No,No,14,Bank Transfer,Fortnightly
3523,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Bank Transfer,Store Pickup,No,No,13,Cash,Quarterly
3525,69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Credit Card,Free Shipping,No,No,30,Credit Card,Monthly
3527,20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,PayPal,Express,No,No,1,PayPal,Every 3 Months
3528,25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Cash,Free Shipping,No,No,1,Cash,Weekly
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Credit Card,Next Day Air,No,No,43,Bank Transfer,Weekly
3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Credit Card,Standard,No,No,12,Credit Card,Annually
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Bank Transfer,Express,No,No,20,Debit Card,Monthly
3541,24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Bank Transfer,Free Shipping,No,No,5,Bank Transfer,Weekly
3542,59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Cash,Next Day Air,No,No,22,PayPal,Annually
3549,63,Female,Blouse,Clothing,37,Utah,M,Red,Fall,3.0,No,Venmo,Standard,No,No,47,Debit Card,Fortnightly
3550,44,Female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,Credit Card,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly
3556,25,Female,Blouse,Clothing,23,Delaware,L,Silver,Spring,4.6,No,PayPal,Next Day Air,No,No,45,Cash,Quarterly
3557,70,Female,Sweater,Clothing,88,Arizona,M,Brown,Fall,4.2,No,Bank Transfer,Express,No,No,43,Cash,Bi-Weekly
3558,52,Female,Jacket,Outerwear,26,Nevada,M,Peach,Summer,4.9,No,PayPal,Next Day Air,No,No,1,PayPal,Every 3 Months
3560,18,Female,Shorts,Clothing,25,Utah,M,Beige,Fall,3.0,No,Debit Card,Next Day Air,No,No,13,Venmo,Every 3 Months
3564,43,Female,Blouse,Clothing,90,Maine,M,Green,Summer,4.9,No,Credit Card,Standard,No,No,8,Credit Card,Every 3 Months
3567,28,Female,Jeans,Clothing,88,Alaska,S,Orange,Spring,3.1,No,Credit Card,Next Day Air,No,No,14,Venmo,Monthly
3572,70,Female,Skirt,Clothing,27,North Dakota,M,White,Summer,3.2,No,Cash,Standard,No,No,15,Bank Transfer,Every 3 Months
3573,23,Female,Shorts,Clothing,28,Rhode Island,M,Black,Spring,5.0,No,Bank Transfer,Standard,No,No,25,Credit Card,Monthly
3574,43,Female,Jeans,Clothing,67,Connecticut,L,Maroon,Fall,4.9,No,Cash,Free Shipping,No,No,27,PayPal,Monthly
3581,51,Female,Blouse,Clothing,83,New Hampshire,M,Magenta,Summer,3.2,No,Bank Transfer,2-Day Shipping,No,No,3,Cash,Bi-Weekly
3583,23,Female,Shorts,Clothing,41,California,S,Beige,Summer,3.4,No,Cash,2-Day Shipping,No,No,15,PayPal,Annually
3584,52,Female,Blouse,Clothing,77,Arizona,L,Brown,Summer,2.7,No,Debit Card,Store Pickup,No,No,44,Credit Card,Every 3 Months
3587,33,Female,Hoodie,Clothing,28,Idaho,M,Yellow,Winter,4.6,No,PayPal,Store Pickup,No,No,12,PayPal,Bi-Weekly
3588,33,Female,Sweater,Clothing,90,Virginia,S,Violet,Summer,4.4,No,Debit Card,Standard,No,No,33,Debit Card,Annually
3592,48,Female,Jacket,Outerwear,89,South Dakota,M,Gold,Winter,3.2,No,Cash,2-Day Shipping,No,No,38,Bank Transfer,Quarterly
3596,21,Female,Blouse,Clothing,41,South Dakota,M,Violet,Spring,3.1,No,Cash,Store Pickup,No,No,14,PayPal,Annually
3597,28,Female,Hoodie,Clothing,83,South Carolina,M,Charcoal,Spring,4.3,No,Bank Transfer,Standard,No,No,44,Cash,Fortnightly
3599,23,Female,Hoodie,Clothing,76,Connecticut,XL,Purple,Spring,4.6,No,Bank Transfer,Store Pickup,No,No,19,Bank Transfer,Bi-Weekly
3602,34,Female,T-shirt,Clothing,47,North Carolina,M,Indigo,Summer,3.0,No,Debit Card,Next Day Air,No,No,3,PayPal,Monthly
3603,58,Female,Skirt,Clothing,36,Wyoming,S,Magenta,Summer,3.3,No,Bank Transfer,Store Pickup,No,No,40,Debit Card,Quarterly
3604,45,Female,Jeans,Clothing,51,Louisiana,M,Gold,Spring,2.7,No,Debit Card,Free Shipping,No,No,5,Cash,Weekly
3605,63,Female,Hoodie,Clothing,86,Louisiana,M,Orange,Fall,3.3,No,Bank Transfer,Standard,No,No,17,Debit Card,Annually
3606,68,Female,Jeans,Clothing,41,Alabama,M,Gold,Fall,4.3,No,Venmo,Store Pickup,No,No,36,Bank Transfer,Every 3 Months
3611,18,Female,Jacket,Outerwear,86,Texas,XL,Green,Fall,4.8,No,Credit Card,2-Day Shipping,No,No,23,Bank Transfer,Fortnightly
3612,63,Female,T-shirt,Clothing,82,Washington,M,Silver,Spring,2.9,No,PayPal,Standard,No,No,30,Credit Card,Annually
3617,42,Female,Hoodie,Clothing,23,Wisconsin,L,Purple,Winter,3.3,No,Cash,Store Pickup,No,No,33,Debit Card,Fortnightly
3627,69,Female,Blouse,Clothing,98,Mississippi,L,Teal,Fall,3.5,No,Bank Transfer,Express,No,No,32,Venmo,Quarterly
3629,53,Female,Blouse,Clothing,88,Georgia,L,Purple,Summer,3.8,No,Cash,Free Shipping,No,No,35,Credit Card,Monthly
3630,52,Female,T-shirt,Clothing,43,Kansas,L,Lavender,Summer,4.5,No,Credit Card,Standard,No,No,44,Debit Card,Fortnightly
3642,51,Female,Jacket,Outerwear,45,New York,M,Cyan,Fall,2.7,No,Debit Card,Free Shipping,No,No,39,Bank Transfer,Every 3 Months
3645,35,Female,Blouse,Clothing,32,Arkansas,M,Violet,Winter,2.6,No,Cash,Next Day Air,No,No,18,Venmo,Weekly
3648,47,Female,Shorts,Clothing,45,Kansas,M,Gray,Winter,2.9,No,Cash,Store Pickup,No,No,12,Bank Transfer,Weekly
3649,31,Female,Skirt,Clothing,67,New York,M,White,Winter,5.0,No,Cash,Free Shipping,No,No,45,Cash,Bi-Weekly
3650,68,Female,Skirt,Clothing,57,Minnesota,M,Brown,Fall,4.4,No,Debit Card,Standard,No,No,33,Credit Card,Fortnightly
3651,51,Female,Jeans,Clothing,60,Ohio,M,Silver,Summer,3.5,No,Cash,2-Day Shipping,No,No,3,PayPal,Annually
3656,20,Female,Sweater,Clothing,27,Wyoming,M,Yellow,Fall,2.9,No,Venmo,Next Day Air,No,No,4,Credit Card,Bi-Weekly
3657,35,Female,Jacket,Outerwear,67,North Dakota,XL,Cyan,Spring,3.7,No,Debit Card,2-Day Shipping,No,No,18,Credit Card,Monthly
3659,28,Female,T-shirt,Clothing,72,Mississippi,M,Magenta,Fall,4.6,No,Cash,Standard,No,No,18,PayPal,Fortnightly
3663,69,Female,Shorts,Clothing,80,Rhode Island,M,Indigo,Spring,4.9,No,Venmo,Next Day Air,No,No,11,Debit Card,Weekly
3665,63,Female,Jacket,Outerwear,68,Missouri,M,Turquoise,Fall,4.4,No,Cash,Store Pickup,No,No,1,Debit Card,Fortnightly
3668,51,Female,Pants,Clothing,45,Washington,L,Cyan,Fall,2.6,No,Credit Card,Next Day Air,No,No,20,Venmo,Monthly
3669,59,Female,Blouse,Clothing,71,Michigan,XL,Magenta,Summer,3.2,No,PayPal,Store Pickup,No,No,18,Venmo,Annually
3679,56,Female,Shirt,Clothing,45,Texas,S,Beige,Fall,3.5,No,Debit Card,Standard,No,No,29,Bank Transfer,Fortnightly
